title,abstract,year,venue,journal,authors,doi,url,referenceCount,citationCount,influentialCitationCount,fieldsOfStudy,s2FieldsOfStudy,isOpenAccess,openAccessPdf,publicationTypes,publicationDate,on_risk,on_rural
Do the Poor Benefit Less from Informal Risk-Sharing? Risk Externalities and Moral Hazard in Decentralized Insurance Arrangements,"Empirical evidence on developing countries highlights that poor farm-households are less keen to adopt high risk / high return technologies than rich households. Yet, they tend to be more vulnerable to income shocks than the rich. This paper develops a model of informal risk-sharing with endogenous risk-taking which provides a rationale for these observations. In our framework, informal risk-sharing is incomplete due to risk externalities, which leads to moral hazard. We compare the .rst best and second best to a decentralized bargaining process, where the lack of coordination ampli.es moral hazard. The analysis of group composition yields counterintuitive results. First, if groups are homogeneous, poor groups share less risks than rich groups even though the rich take more risks. Second, the insurance level of rich households decreases in the presence of poor households, potentially making them reluctant to share risk with poorer households.",2014.0,,Emerging Markets: Finance eJournal,"Matthieu Delpierre, Bertrand Verheyden, S. Weynants",10.2139/ssrn.2614961,https://www.semanticscholar.org/paper/25db6ddb2d440c7f6edefa5cdc77b9c6e4cdcecd,36.0,2.0,0.0,['Economics'],"[{'category': 'Economics', 'source': 'external'}, {'category': 'Economics', 'source': 's2-fos-model'}]",True,https://www.liser.lu/publi_viewer.cfm?tmp=2512,,2014-06-18,True,True
Do remittances help smooth consumption during health shocks?: Evidence from Jamaica,"Remittances represent about 15 percent of Jamaica’s GDP; being the 16th country worldwide in terms of economic significance of remittances. Therefore, assessing to what extent and through what mechanisms remittances are useful for development is highly relevant. Accordingly, we identify whether remittances facilitate consumption smoothing during health shocks in Jamaica. In addition, we investigate whether remittances are subject to moral hazard by receivers, how the informal insurance provided by remittances interacts with formal health insurance, and whether there are differential effects by gender of the household head. Disentangling causality between remittances and household income or consumption is problematic as a result of reverse causation. Therefore, identifying whether remittances serve as a social insurance mechanism toward consumption smoothing would require the existence of an exogenous and unexpected shock suffered by nonreceivers and receivers. In this article, we exploit health shocks (accidents and illnesses) suffered by household members to identify the relevance of remittances as social insurance toward consumption smoothing. After showing that these shocks are as good as randomly assigned, we assess the relevance and significance of remittances as a social insurance mechanism in Jamaica. Our main findings show that health shocks adversely affect total household expenditures by an average of 19 percent. However, remittances totally offset these adverse effects, indicating that in light of idiosyncratic shocks, remittances serve as a social insurance mechanism that offers full protection. We also find that moral hazard concerns are low given that remittances are not used to smooth consumption of presumably undesirable goods for senders such as alcohol. Furthermore, we find that remittances are not relevant as an insurance mechanism against health shocks when private health insurance is present. By contrast, remittances constitute a powerful form of insurance in the absence of private health insurance. In terms of policymaking, our findings identify a particularly vulnerable population: persons without private health insurance who do not receive remittances. Therefore, developing mechanisms to identify this population could serve for targeting complementary safety nets towards this particularly vulnerable group.",2014.0,,The Journal of Developing Areas,"Diether W. Beuermann, I. Ruprah, Ricardo E. Sierra",10.1353/JDA.2016.0098,https://www.semanticscholar.org/paper/2e1f0579e27c6a437589411717be37f35b7aad8f,20.0,20.0,1.0,['Economics'],"[{'category': 'Economics', 'source': 'external'}, {'category': 'Economics', 'source': 's2-fos-model'}]",True,https://publications.iadb.org/publications/english/document/Do-Remittances-Help-Smooth-Consumption-During-Health-Shocks-Evidence-From-Jamaica.pdf,['CaseReport'],2014-06-01,True,True
Credit Constraints and the Measurement of Time Preferences,"Abstract Incentivized experiments are often used to identify the time preferences of households in developing countries. We argue theoretically and empirically that experimental measures may not identify preference parameters, but are a useful tool for understanding financial shocks and constraints. Using data from an experiment in Mali, we find that subject responses vary with savings and financial shocks, meaning they provide information about credit constraints and can be used to test models of risk sharing.",2014.0,Review of Economics and Statistics,Review of Economics and Statistics,"M. Dean, Anja Sautmann",10.1162/rest_a_00903,https://www.semanticscholar.org/paper/100eaf58660911d937fe01e8a090d6a72525a7b3,80.0,36.0,3.0,['Economics'],"[{'category': 'Economics', 'source': 'external'}, {'category': 'Economics', 'source': 's2-fos-model'}]",True,https://economics.brown.edu/sites/g/files/dprerj726/files/papers/2014-1_paper.pdf,,2014-04-04,True,True
"Risk Sharing, Vulnerability and the Global Financial Crisis","Tests using Household, Income and Labour Dynamics in Australia (HILDA) unit record data from 2006/2007 to 2010/2011 indicate that Australian households on average insure against idiosyncratic income shocks. For a 10% change in income, non-durable expenditures change by 0.14%, while food expenditures change by 0.05%; both results are statistically insignificant. Non-durable expenditures respond asymmetrically to positive and negative shocks, especially during the Global Financial Crisis, as a 10% income rise results consumption rising by 0.1%, while a 10% income decline results in consumption declining by 0.6%; the latter result is statistically significant. Controlling for risk tolerance heterogeneity yields identical results.",2014.0,,Microeconomics: General Equilibrium & Disequilibrium Models of Financial Markets eJournal,S. Miller,10.2139/ssrn.1972810,https://www.semanticscholar.org/paper/5b5a142130013c9acc6d25d24f9405fe7df53f3a,20.0,0.0,0.0,,"[{'category': 'Economics', 'source': 's2-fos-model'}]",False,,,2014-01-10,True,True
After the Drought: The Impact of Microinsurance on Consumption Smoothing and Asset Protection,"&NA; To cope with shocks, poor households with inadequate access to financial markets can sell assets to smooth consumption and, or reduce consumption to protect assets. Both coping strategies can be economically costly and contribute to the transmission of poverty, yet limited evidence exists regarding the effectiveness of insurance to mitigate these costs in risk‐prone developing economies. Utilizing data from an RCT in rural Kenya, this paper estimates that on average an innovative microinsurance scheme reduces both forms of costly coping. Threshold econometrics grounded in theory reveal a more complex pattern: (i) wealthier households primarily cope by selling assets, and insurance makes them 96 percentage points less likely to sell assets following a shock; (ii) poorer households cope primarily by cutting food consumption, and insurance reduces by 49 percentage points their reliance on this strategy.",2013.0,American Journal of Agricultural Economics,American Journal of Agricultural Economics,"S. Janzen, M. Carter",10.1093/ajae/aay061,https://www.semanticscholar.org/paper/9942b53aa4b0545fe0fa2a21a3df785e9ebb86da,87.0,204.0,8.0,"['Economics', 'Business']","[{'category': 'Economics', 'source': 'external'}, {'category': 'Business', 'source': 'external'}, {'category': 'Economics', 'source': 's2-fos-model'}]",True,https://econpapers.repec.org/scripts/redir.pf?u=http%3A%2F%2Fwww.nber.org%2Fpapers%2Fw19702.pdf;h=repec:nbr:nberwo:19702,,2013-12-01,True,True
THE WELFARE GAINS OF FINANCIAL LIBERALIZATION: CAPITAL ACCUMULATION AND HETEROGENEITY,"Research has shown that, absent individual heterogeneity and under complete markets, the welfare impact of financial openness is quantitatively limited. Not only are inequalities in wealth and labor productivity a feature of most societies, but also financial markets suffer from many well-known frictions. This paper demonstrates that, when households face borrowing constraints and uninsurable idiosyncratic shocks to income, the welfare implications of financial liberalization are considerable. For instance, the average increase in welfare of a typical emerging market economy that switches from a closed capital market to perfect capital mobility is equivalent to a permanent increase in average consumption of roughly 5.4%. This is about 3.9 times more than the welfare gains of the same policy under a complete markets environment without any individual heterogeneity. We show that individual heterogeneity accounts for two thirds of this additional increase in the average welfare gain; market incompleteness accounts for the remaining third. In our calibration, the median household in capital-scarce countries is in favor of international financial integration. However, if the pivotal voter is wealthy enough then such reform might not be implemented, since richer households have a vested interest in capital market closedness.",2013.0,,Journal of the European Economic Association,"António R. Antunes, Tiago Cavalcanti",10.1111/JEEA.12053,https://www.semanticscholar.org/paper/e14c013a5a6736a323c3d4eb4259bf5dc74b2eb5,56.0,18.0,2.0,['Economics'],"[{'category': 'Economics', 'source': 'external'}, {'category': 'Economics', 'source': 's2-fos-model'}]",False,,,2013-12-01,True,True
Health insurance coverage for low-income households : consumption smoothing and investment,"I estimate the effects of public health insurance on consumption smoothing and investigate the extent to which the public insurance interacts with private arrangements of self-insurance. Exploiting a dramatic expansion in health insurance coverage in rural China, I find that the introduction of public health insurance helps households completely insure against severe health shocks. The health insurance also reduces the magnitude of decline during a health shock in investments in children's education, agricultural activities and durable goods. The evidence suggests that the benefit of social insurance for low-income households could also come from reducing the use of costly smoothing mechanisms.",2013.0,,,Kai Liu,10.2139/ssrn.2350710,https://www.semanticscholar.org/paper/9a469dbfec06bcef7cd4075b4e20a679def34e03,74.0,24.0,1.0,['Business'],"[{'category': 'Business', 'source': 'external'}, {'category': 'Economics', 'source': 's2-fos-model'}]",True,https://openaccess.nhh.no/nhh-xmlui/bitstream/11250/163452/1/SAM1613.pdf,,2013-10-24,True,True
Vulnerability and Responses to Risks in Rural India,"Using Vulnerability as Expected Utility (VEU) analysis that permits the decomposition of household vulnerability into its components on a unique data set this paper demonstrates that in rural India household vulnerability is most explained by poverty and idiosyncratic components. So far as risk coping strategies go households rely heavily on informal instruments such as their own saving, transfers or capital depletion. However, they also try to cope with covariate risks by participating in government programmes. Further, household consumption is highly covariate with income. This implies that existing informal insurance instruments are not sufficient to protect household consumption against income shocks. Government sponsored coping strategies reduce the idiosyncratic and risk component of vulnerability. Hence, an important policy implication of our analysis is that the government should provide readily accessible and well targeted public safety nets. The existing informal strategy is not very effective as a consumption insurance mechanism. Although the government coping programme is found to reduce vulnerability access to such programmes is constrained. Expansion of government sponsored coping programmes is likely to protect households effectively from negative shocks.",2013.0,,Behavioral & Experimental Economics eJournal,"R. Jha, W. Kang, H. Nagarajan, K. Pradhan",10.2139/ssrn.2323145,https://www.semanticscholar.org/paper/c6e58e956fa2556da31f805ad1f1bbd1a63d2d0f,22.0,10.0,1.0,['Economics'],"[{'category': 'Economics', 'source': 'external'}, {'category': 'Economics', 'source': 's2-fos-model'}]",True,https://crawford.anu.edu.au/acde/asarc/pdf/papers/2013/WP2013_12.pdf,,2013-09-09,True,True
"Microinsurance in Pakistan: Progress, Problems, and Prospects","Microinsurance in Pakistan is still in its nascent stages. More than half of the current microinsurance policies in effect in Pakistan are offered through the Benazir Income Support Program (BISP), with the remainder provided in conjunction with microcredit services offered by various microfinance institutions (MFIs), microfinance banks, nongovernment organizations, and rural support programs (RSPs). The policies offered by the microcredit sector are mainly credit-life policies, which cover loan balances inthe event of the borrower’s death. In addition, some lenders—principally the RSPs—offer small health insurance policies covering the hospitalization of the borrower and (sometimes) their spouse. As catastrophic health expenses and deaths in the family are among the most important economic stressors that households face, it makes sense that microinsurance should first make inroads in these areas. It is difficult to say what impact microinsurance has had in Pakistan, since few rigorous evaluations have been undertaken to date. What we do know is that utilization has been low, explained by providers as limited client awareness of the benefits and coverage. In the short to medium term, microinsurance outreach can be expanded by offering health microinsurance (HMI) coverage to microcredit borrowers’ entire households, and by offering HMI to all community members within an RSP, rather than only microloan borrowers and their spouses. Partnering with mobile phone operators for automated, digital payments can also significantly expand potential customer volume while reducing transaction costs. HMIs might also be combined with healthsavings accounts that households can use to pay for medications and outpatient services not covered by HMI plans. Provinces could also leverage the existing database of poverty scorecards implemented by BISP to channel partially government-subsidized microinsurance policies toward poor households just above the BISP threshold.",2013.0,,Population,"T. Chaudhry, Fazilda Nabeel",10.35536/LJE.2013.V18.ISP.A15,https://www.semanticscholar.org/paper/58ef5e2a4061d5258309b73fd125866cedbe0bde,48.0,10.0,0.0,['Economics'],"[{'category': 'Economics', 'source': 'external'}, {'category': 'Economics', 'source': 's2-fos-model'}]",True,https://doi.org/10.35536/lje.2013.v18.isp.a15,,2013-09-01,True,True
"Productivity, credit, risk, and the demand for weather index insurance in smallholder agriculture in Ethiopia","The article explores the relationship between fertilizer use and the demand for weather index insurance (WII) among smallholder farmers in Ethiopia. We examine whether fertilizer use is profitable under current smallholder production conditions, whether risk-related factors affect fertilizer use, and we estimate the returns to inputs in the agricultural production function in the absence of insurance. We then study how these primitives of agricultural production functions relate to insurance demand. The study compares a survey-based estimate of willingness to pay with actual uptake for the weather insurance, finding the stated and actual demand to be almost completely uncorrelated. While those with high marginal returns to inputs say they would purchase insurance, only those with low marginal returns actually do, consistent with the stated purpose of the product as input insurance. Insurance demand proves to be highly responsive to the existence and amount of randomly allocated insurance vouchers. JEL classifications: C83, G22, Q12",2013.0,,Agricultural Economics,"Craig McIntosh, A. Sarris, Fotis Papadopoulos",10.1111/AGEC.12024,https://www.semanticscholar.org/paper/69442897d5cf396860785aead1f000d76b7c6495,40.0,176.0,8.0,['Economics'],"[{'category': 'Economics', 'source': 'external'}, {'category': 'Economics', 'source': 's2-fos-model'}, {'category': 'Agricultural and Food Sciences', 'source': 's2-fos-model'}]",False,,['Review'],2013-07-01,True,True
Crowding Out of Solidarity? – Public Health Insurance versus Informal Transfer Networks in Ghana,"This paper delivers empirical evidence on how informal transfers are affected by a formal and country-wide health insurance scheme. Using the fifth wave of the Ghanaian Living Standard Household Survey, we investigate the extent to which the exogenous implementation of the National Health Insurance Scheme affects the probability of making or receiving informal transfers and their monetary equivalents. Our findings suggest that there is a significant crowding out of informal transfers. Members of weak transfer networks and individuals that run an enterprise are inclined to reduce their amount of remittances. We conclude that the provision of formal health insurance can reduce covariate risk in weak transfer networks and support business owners that are confronted by strong sharing obligations.",2013.0,,HEN: Public (Topic),"Florian Klohn, Christoph Strupat",10.2139/ssrn.2309972,https://www.semanticscholar.org/paper/b22bd2150f6776c5a73214afa4caff109377de15,39.0,55.0,4.0,['Business'],"[{'category': 'Business', 'source': 'external'}, {'category': 'Economics', 'source': 's2-fos-model'}]",True,https://www.econstor.eu/bitstream/10419/79254/1/756922305.pdf,['Review'],2013-07-01,True,True
How Does Risk Management Influence Production Decisions? Evidence from a Field Experiment,"Weather is a key source of income risk, especially in emerging market economies. This paper uses a randomized controlled trial involving Indian farmers to study how an innovative rainfall insurance product affects production decisions. The authors find that insurance provision induces farmers to invest more in higher-return but rainfall-sensitive cash crops, particularly among educated farmers. This shift in behavior occurs ex ante, when realized monsoon rainfall is still uncertain. The results suggest that financial innovation can mitigate the real effects of uninsured production risk.",2013.0,,Banking & Insurance eJournal,"Shawn Cole, X. Giné, J. Vickery",10.2139/ssrn.2507978,https://www.semanticscholar.org/paper/e51e9f809c045bd0c897a32edf6b0b19eb6b376c,87.0,340.0,26.0,"['Economics', 'Business']","[{'category': 'Economics', 'source': 'external'}, {'category': 'Business', 'source': 'external'}, {'category': 'Economics', 'source': 's2-fos-model'}, {'category': 'Agricultural and Food Sciences', 'source': 's2-fos-model'}]",True,https://openknowledge.worldbank.org/bitstreams/49e02fe0-9785-5326-b517-30c2f59705a5/download,,2013-07-01,True,True
"Determinants of Enrolment in Voluntary Health Insurance: Evidences from a Mixed Method Study, Kerala, India","Background &Objectives: Financial burden on households due to healthcare is high in India but only small segments of the population are covered with health insurance. This study has two objectives: 1. to investigate the factors affecting enrolment in voluntary health insurance, and 2. to examine the characteristics of enrolment in terms of income-related inequality and adverse selection problem. Data and Methods: This is a cross sectional study. Mixed method approaches- qualitative and quantitative methodswere used. In-depth interviews were conducted among officials of insurance companies, insurance consultants (insurance agents), insured and uninsured people. Subsequently, household surveys among insured and uninsured were carried to examine the significance of the determinants on enrolment. Results: In addition to income, education and health risk, the level of awareness of people about insurance and the significant role of insurance consultants matter in the enrolment in voluntary health insurance. The enrolment in health insurance is characterised by income-related inequality in enrolment, and ii) no adverse selection. Conclusion: We identified several demand and supply side factors negatively and positively affecting the enrolment. This study suggest that, in addition to developing a competitive insurance market with the availability of attractive health insurance products and ensuring reimbursement about eligible claims, appropriate policy measures such as promoting people’s awareness on insurance and introducing better incentive structures for insurance consultants are needed to increase enrolment in health insurance.",2013.0,,Insurance & Financing in Health Economics eJournal,Sukumar Vellakkal,10.5430/IJFR.V4N2P99,https://www.semanticscholar.org/paper/c95751951aa9b28f51fc8b06948b27001f427269,36.0,15.0,0.0,['Business'],"[{'category': 'Business', 'source': 'external'}, {'category': 'Economics', 'source': 's2-fos-model'}, {'category': 'Medicine', 'source': 's2-fos-model'}]",True,https://www.sciedu.ca/journal/index.php/ijfr/article/download/2658/1513,['Review'],2013-04-08,True,True
"Kinship and Financial Networks, Formal Financial Access, and Risk Reduction","Kinship networks are beneficial for smoothing consumption and investment, but the channels are not well understood. We study the financing devices used for consumption and investment by Thai households. Households that are connected to banks achieve significantly better consumption smoothing than unconnected households; indirect connections via inter-household borrowing are as effective as direct borrowing. Investment appears to be facilitated by kinship: households with kin in the village display reduced sensitivity of investment to income, while connections to banks do not significantly reduce sensitivity. Kin may act as ""implicit collateral,"" permitting borrowing that would violate repayment constraints in its absence.",2012.0,,The American Economic Review,"Cynthia Kinnan, R. Townsend",10.1257/AER.102.3.289,https://www.semanticscholar.org/paper/0d6abbc9c9326089f576ab28cfdb723b2c6e3005,48.0,231.0,8.0,['Economics'],"[{'category': 'Economics', 'source': 'external'}, {'category': 'Economics', 'source': 's2-fos-model'}]",True,https://dspace.mit.edu/bitstream/1721.1/73141/1/Townsend_Kinship%20and.pdf,,2012-05-01,True,True
Sharing as Risk Pooling in a Social Dilemma Experiment,"In rural economies with missing or incomplete markets, idiosyncratic risk is frequently pooled through informal networks. Idiosyncratic shocks, however, are not limited to private goods but can also restrict an individual from partaking in or benefitting from a collective activity. In these situations, a group must decide whether to provide insurance to the affected member. In this paper, we describe results of a laboratory experiment designed to test whether a simple sharing institution can sustain risk pooling in a social dilemma with idiosyncratic risk. We test whether risk can be pooled without a commitment device and, separately, whether effective risk pooling induces greater cooperation in the social dilemma. We find that even in the absence of a commitment device or reputational considerations, subjects voluntarily pool risk thereby reducing variance in individual earnings. In spite of effective risk pooling, however, cooperation in the social dilemma is unaffected.",2012.0,,Ecology and Society,"Todd L. Cherry, E. L. Howe, James J. Murphy",10.5751/ES-07390-200168,https://www.semanticscholar.org/paper/72bd8605ec35d58594db0a753f1c7856f37f910c,41.0,16.0,1.0,"['Business', 'Economics']","[{'category': 'Business', 'source': 'external'}, {'category': 'Economics', 'source': 'external'}, {'category': 'Economics', 'source': 's2-fos-model'}]",True,https://www.ecologyandsociety.org/vol20/iss1/art68/ES-2015-7390.pdf,,2012-04-01,True,True
Latest findings from randomized evaluations of microfinance,"This paper summarizes the latest research findings from a new body of empirical evidence that uses randomized evaluations, similar to those used in medical trials, to compare how one group responds to access to specific new financial services against how a comparable group fares without those services. This paper goes back a couple of years to the first studies that used this approach, and summarizes a series of research studies presented at the October 2010 microfinance impact and innovation conference in New York. These studies evaluated product design for a range of financial services, including credit, savings, and insurance. The studies discussed here were undertaken by research affiliates of Innovations for Poverty Action (IPA), the Financial Access Initiative (FAI), and the Abdul Latif Jameel Poverty Action Lab (J-PAL) at the Massachusetts Institute of Technology; they are all randomized evaluations unless otherwise specified. Part one of this paper reviews the main results from randomized evaluations that measure the impact of microcredit and micro savings on business investment and creation, consumption, and household well-being. Part two presents evidence from evaluations of products and delivery design. Part three discusses the evidence on micro insurance products.",2011.0,,,"Jonathan Bauchet, C. Marshall, L. Starita, Jean-Philippe Thomas, Anna Yalouris",10.1596/26892,https://www.semanticscholar.org/paper/deafe0c4cd9779995088ddf0438f127486f21a48,37.0,131.0,7.0,['Business'],"[{'category': 'Business', 'source': 'external'}, {'category': 'Economics', 'source': 's2-fos-model'}, {'category': 'Business', 'source': 's2-fos-model'}]",True,http://openknowledge.worldbank.org/bitstreams/2469f44d-071b-5cbd-9d6f-196a8fa72dde/download,['Review'],2011-12-01,True,True
Cash Transfers in an Epidemic Context: The Interaction of Formal and Informal Support in Rural Malawi,"This paper investigates the short-run consumption expenditure dynamics and the interaction of public and private arrangements of ultra-poor and labor-constrained households in Malawi using an original dataset from the Mchinjii social cash transfer pilot project (one of the first experiments of social protection policies based on unconditional cash transfers in Sub-Saharan Africa). The authors exploit the unique source of exogenous variation provided by the randomized component of the program in order to isolate the effect of cash transfers on consumption expenditures as well as the net crowding out effect of cash transfers on private arrangements. They find a statistically significant reduction effect on the level of consumption expenditures for those households receiving cash transfers, thus leading to the rejection of the perfect risk sharing hypothesis. Moreover, by looking at the effects of cash transfers on private arrangements in a context characterized by imperfect enforceability of contracts and by a social fabric heavily compromised by high HIV/AIDS rates, the analysis confirms the presence of crowding out effects on private arrangements when looking at gifts and (to a lesser extent) remittances, while informal loans seem to be completely independent from the cash transfer's reception. From a policy perspective, the paper offers a contribution to the evaluation of the very recent wave of social protection policies based on (unconditional) cash transfers in Sub-Saharan Africa, suggesting that there might be an important role for public interventions aimed at helping households to pool risk more effectively.",2011.0,,Labor: Public Policy & Regulation eJournal,"Francesco Strobbe, Candace M. Miller",10.1596/1813-9450-5824,https://www.semanticscholar.org/paper/bd33bf72b974e24045f47cbb73312d531ceea5ea,39.0,7.0,0.0,['Economics'],"[{'category': 'Economics', 'source': 'external'}, {'category': 'Economics', 'source': 's2-fos-model'}]",True,https://openknowledge.worldbank.org/bitstreams/28803328-c301-5c7f-a18d-858720e26c92/download,,2011-10-01,True,True
Does the rotten child spoil his companion?: spatial peer effects among children in rural india,"This paper identifies the effect of neighborhood peer groups on childhood skill acquisition using observational data. We incorporate spatial peer interaction, defined as a child’s nearest geographical neighbors, into a production function of child cognitive development in Andhra Pradesh, India. Our peer group construction takes the form of directed networks, whose structure allows us to identify peer effects and enables us to disentangle endogenous effects from contextual effects. We exploit variation over time to avoid confounding correlated with social effects. Our results suggest that spatial peer and neighborhood effects are strongly positively associated with a child’s cognitive skill formation. These peer effects hold even when we consider an alternative IV-based identification strategy and different variations to network size. Further, we find that the presence of peer groups helps provide insurance against the negative impact of idiosyncratic shocks to child learning.",2011.0,,,"C. Helmers, Manasa Patnam",10.3982/QE192,https://www.semanticscholar.org/paper/e66790651da3a2510068f5aa552ce8aa8a8a215d,108.0,42.0,5.0,"['Psychology', 'Economics', 'Geography']","[{'category': 'Psychology', 'source': 'external'}, {'category': 'Economics', 'source': 'external'}, {'category': 'Geography', 'source': 'external'}, {'category': 'Sociology', 'source': 's2-fos-model'}, {'category': 'Geography', 'source': 's2-fos-model'}, {'category': 'Economics', 'source': 's2-fos-model'}]",True,http://publikationen.ub.uni-frankfurt.de/files/43839/Helmers_et_al-2014-Quantitative_Economics.pdf,,2011-08-01,True,True
"Strategies for coping with the costs of inpatient care: a mixed methods study of urban and rural poor in Vadodara District, Gujarat, India","Background In India, coping mechanisms for inpatient care costs have been explored in rural areas, but seldom among urbanites. This study aims to explore and compare mechanisms employed by the urban and rural poor for coping with inpatient expenditures, in order to help identify formal mechanisms and policies to provide improved social protection for health care. Methods A three-step methodology was used: (1) six focus-group discussions; (2) 800 exit survey interviews with users of public and private facilities in both urban and rural areas; and (3) 18 in-depth interviews with poor (below 30th percentile of socio-economic status) hospital users, to explore coping mechanisms in greater depth. Results Users of public hospitals, in both urban and rural areas, were poor relative to users of private hospitals. Median expenditures per day were much higher at private than at public facilities. Most respondents using public facilities (in both urban and rural areas) were able to pay out of their savings or income; or by borrowing from friends, family or employer. Those using private facilities were more likely to report selling land or other assets as the primary source of coping (particularly in rural areas) and they were more likely to have to borrow money at interest (particularly in urban areas). Poor individuals who used private facilities cited as reasons their closer proximity and higher perceived quality of care. Conclusions In India, national and state governments should invest in improving the quality and access of public first-referral hospitals. This should be done selectively—with a focus, for example, on rural areas and urban slum areas—in order to promote a more equitable distribution of resources. Policy makers should continue to explore and support efforts to provide financial protection through insurance mechanisms. Past experience suggests that these efforts must be carefully monitored to ensure that the poorer among the insured are able to access scheme benefits, and the quality and quantity of health care provided must be monitored and regulated.",2011.0,Health Policy and Planning,Health Policy and Planning,"M. Ranson, R. Jayaswal, A. Mills",10.1093/heapol/czr044,https://www.semanticscholar.org/paper/ba019238a7033463695880479504a21b22bfef45,37.0,17.0,1.0,['Medicine'],"[{'category': 'Medicine', 'source': 'external'}, {'category': 'Sociology', 'source': 's2-fos-model'}, {'category': 'Economics', 'source': 's2-fos-model'}, {'category': 'Medicine', 'source': 's2-fos-model'}]",True,https://academic.oup.com/heapol/article-pdf/27/4/326/1661097/czr044.pdf,"['JournalArticle', 'Review']",2011-06-07,True,True
Heterogeneity and Risk Sharing in Village Economies,"We show how to use panel data on household consumption to directly estimate households' risk preferences. Specifically, we measure heterogeneity in risk aversion among households in Thai villages using a full risk-sharing model, which we then test allowing for this heterogeneity. There is substantial, statistically significant heterogeneity in estimated risk preferences. Full insurance cannot be rejected. As the risk sharing, as-if-complete-markets theory might predict, estimated risk preferences are unrelated to wealth or other characteristics. The heterogeneity matters for policy: Although the average household would benefit from eliminating village-level risk, less-risk-averse households who are paid to absorb that risk would be worse off by several percent of household consumption.",2011.0,Quantitative Economics,ERN: Other Microeconomics: Decision-Making under Risk & Uncertainty (Topic),"P. Chiappori, Krislert Samphantharak, Sam Schulhofer-Wohl, Robert M Townsend",10.3982/qe131,https://www.semanticscholar.org/paper/e9245502f86f9228d501111107c5d6d82b2d5a7d,40.0,180.0,16.0,"['Economics', 'Medicine']","[{'category': 'Economics', 'source': 'external'}, {'category': 'Medicine', 'source': 'external'}, {'category': 'Economics', 'source': 's2-fos-model'}]",True,https://onlinelibrary.wiley.com/doi/pdfdirect/10.3982/QE131,['JournalArticle'],2011-01-01,True,True
Microinsurance: A Case Study of the Indian Rainfall Index Insurance Market,"Rainfall index insurance provides a payout based on measured local rainfall during key phases of the agricultural season, and in principle can help rural households diversify a key source of idiosyncratic risk. This paper describes basic features of rainfall insurance contracts offered in India since 2003, and documents stylized facts about market demand and the distribution of payouts. The authors summarize the results of previous research on this market, which provides evidence that price, liquidity constraints, and trust all present significant barriers to increased take-up. They also discuss potential future prospects for rainfall insurance and other index insurance products.",2010.0,,Household Finance eJournal,"X. Giné, Lev Menand, R. Townsend, J. Vickery",10.1596/1813-9450-5459,https://www.semanticscholar.org/paper/88740aec516d12bc9422db6e30fef13b2ec77712,66.0,101.0,3.0,['Business'],"[{'category': 'Business', 'source': 'external'}, {'category': 'Economics', 'source': 's2-fos-model'}, {'category': 'Environmental Science', 'source': 's2-fos-model'}]",True,https://openknowledge.worldbank.org/bitstreams/0342a062-993b-5295-a374-ad19c4924d06/download,,2010-10-01,True,True
"ECONOMETRIC ANALYSIS OF THE IMPACT OF AGRICULTURAL INSURANCE ON FARMING SYSTEMS IN THE MIDDLE BELT, NIGERIA","Agriculture continues to dominate economic development policy in many developing countries. This is hardly surprising given the high proportion of the population of such countries that derive their livelihood from agriculture and related activities. What is surprising in many of the countries is the failure of the policy to deliver the sustained supplies of food and industrial raw materials as intended. In part this may have occurred because they failed to address the inability of the peasant farmers to withstand the increased risks associated with the adoption of commercial farming practices. Agricultural insurance is seen as one of the best strategies to address farm risks and encourage farmers to embrace modern production practices with greater potential for better and quality yields. In Nigeria, the Government introduced agricultural insurance programme with the tripartite aim of broadening farmers’ access to farm resources, positively changing farmers’ attitude to risk in their choice of resource use and to achieve increased food supplies in the market. Different factors can be identified that influence farmers’ behaviour especially making decisions that relate to farm production, vis-a-vis choice of enterprise, its combination, the type and level of resources used in a given farming season. This study was carried out to examine whether agricultural insurance exerted any significant influence on the farming practices in the country. This study tests the broad hypothesis that farmers who purchase insurance increase their exposure to risk by adopting modern farming practices and achieved increase in resource productivity. The study found that the sampled farmers differ in their use of farm resources and the level of output produced. A higher proportion of insured farmers applied improved farming practices and were more commercially oriented. The insured farmers ventured into more risky enterprises and released a greater proportion of their output to the market for sale. However, contrary to expectations, uninsured farmers were found to be more productive and efficient in their resource use than the insured farmers.",2009.0,,"African Journal of Food, Agriculture, Nutrition and Development","S. Olubiyo, G. P. Hill, J. Webster",10.4314/AJFAND.V9I6.46266,https://www.semanticscholar.org/paper/9c5b91f9271265f4d0cf30f625aeedf952a036dd,14.0,44.0,1.0,['Economics'],"[{'category': 'Economics', 'source': 'external'}, {'category': 'Economics', 'source': 's2-fos-model'}, {'category': 'Agricultural and Food Sciences', 'source': 's2-fos-model'}]",True,https://www.ajol.info/index.php/ajfand/article/download/46266/32665,,2009-09-24,True,True
