title,abstract,year,venue,journal,authors,doi,url,referenceCount,citationCount,influentialCitationCount,fieldsOfStudy,s2FieldsOfStudy,isOpenAccess,openAccessPdf,publicationTypes,publicationDate
"Why farmers choose agroforestry? A case study from the province of Sa Kaeo, Thailand",,2014.0,,,"M. Valo, Maataloustieteiden laitos, J. Helenius, Helsingin Yliopisto",,https://www.semanticscholar.org/paper/2055a230b44faaacd36131317e0658dc605d8472,75.0,0.0,0.0,,"[{'category': 'Agricultural and Food Sciences', 'source': 's2-fos-model'}, {'category': 'Environmental Science', 'source': 's2-fos-model'}]",False,,,
"Technology Di ↵ usion : Measurement , Causes and Consequences",,2014.0,,,D. Comín,,https://www.semanticscholar.org/paper/27d6e27fceadd4999a49b46c902874a87632ecda,71.0,5.0,1.0,,"[{'category': 'Economics', 'source': 's2-fos-model'}, {'category': 'Engineering', 'source': 's2-fos-model'}]",False,,,
Food Loses in the Selected Food Supply Chains,,2014.0,,,T. Ratinger,10.22004/AG.ECON.163345,https://www.semanticscholar.org/paper/f1335c30d663193cd69281c412d1ead0eb5a16f1,42.0,2.0,0.0,['Economics'],"[{'category': 'Economics', 'source': 'external'}, {'category': 'Agricultural and Food Sciences', 'source': 's2-fos-model'}, {'category': 'Economics', 'source': 's2-fos-model'}]",False,,['Review'],
Reap What Your Friends Sow: Church Mergers and Technology Adoption in the Upper Midwest,,2014.0,,,Fiona Wilkes,,https://www.semanticscholar.org/paper/15fbf72fbd8beda3241d295aeeccb1af5179a59b,60.0,1.0,0.0,['Engineering'],"[{'category': 'Engineering', 'source': 'external'}, {'category': 'Economics', 'source': 's2-fos-model'}, {'category': 'Sociology', 'source': 's2-fos-model'}]",False,,,
"Do Pesticide Sellers Make Farmers Sick ? Health , Information Sources and Adoption of Technology in Bangladesh *",,2014.0,,,"S. Alam, Hendrik Wolff",,https://www.semanticscholar.org/paper/de48f1246386a024d5dbeee68a67a26dc40cc405,36.0,6.0,1.0,,"[{'category': 'Environmental Science', 'source': 's2-fos-model'}, {'category': 'Agricultural and Food Sciences', 'source': 's2-fos-model'}, {'category': 'Economics', 'source': 's2-fos-model'}]",False,,,
Stagnation or Transition? Poverty Traps and the Dynamics of Household Income,,2014.0,,,"Raj Arunachalam, A. Shenoy",,https://www.semanticscholar.org/paper/5d2cbc9c9a9c6806bef9e081998c11215358e35f,18.0,0.0,0.0,,"[{'category': 'Economics', 'source': 's2-fos-model'}]",False,,,
Factors Influencing Adoption of VSH Queens in the Honey Bee Breeding Industry,,2014.0,,,"Julie S. Leiby, J. Westra",,https://www.semanticscholar.org/paper/8f41ecf54f235ae44d1db7ce8d141710efa92396,69.0,3.0,0.0,['Engineering'],"[{'category': 'Engineering', 'source': 'external'}, {'category': 'Environmental Science', 'source': 's2-fos-model'}, {'category': 'Biology', 'source': 's2-fos-model'}]",False,,,
Spatial patterns of organic agriculture adoption: Evidence from Honduras,,2014.0,,Ecological Economics,"M. Wollni, Camilla Andersson",10.1016/J.ECOLECON.2013.11.010,https://www.semanticscholar.org/paper/2c62b8b7e622b45242c5a139aca0c6505a29c3df,56.0,213.0,13.0,['Economics'],"[{'category': 'Economics', 'source': 'external'}, {'category': 'Agricultural and Food Sciences', 'source': 's2-fos-model'}, {'category': 'Economics', 'source': 's2-fos-model'}, {'category': 'Geography', 'source': 's2-fos-model'}]",True,https://doi.org/10.1016/j.ecolecon.2013.11.010,['Review'],
"Adoption of Diffused Renewable Energy Technologies: Patterns and Drivers of Residential Photovoltaic (PV) Systems in Connecticut, 2005-2013",,2014.0,,,Marcello Graziano,,https://www.semanticscholar.org/paper/170cecab13cec38197f4f6b420b769335ce5d42d,36.0,2.0,0.0,['Engineering'],"[{'category': 'Engineering', 'source': 'external'}, {'category': 'Environmental Science', 'source': 's2-fos-model'}, {'category': 'Engineering', 'source': 's2-fos-model'}]",False,,,
Values-based supply chains: local and regional food systems in the Upper Midwest United States,,2014.0,,,K. Duerfeldt,10.31274/ETD-180810-3693,https://www.semanticscholar.org/paper/822547e3d88dc3f7e08533bd82a8a3e7569767f3,152.0,2.0,1.0,['Engineering'],"[{'category': 'Engineering', 'source': 'external'}, {'category': 'Agricultural and Food Sciences', 'source': 's2-fos-model'}, {'category': 'Environmental Science', 'source': 's2-fos-model'}, {'category': 'Business', 'source': 's2-fos-model'}]",True,https://lib.dr.iastate.edu/cgi/viewcontent.cgi?article=5153&context=etd,,
"Carbon Sequestration, Carbon Markets, Technical Efficiency and Maize Production Using Conservation Agriculture in Mozambique",,2014.0,,,T. Simone,,https://www.semanticscholar.org/paper/6df899d57a037a97600d5b6205ee6c348770d5a2,189.0,1.0,0.0,['Economics'],"[{'category': 'Economics', 'source': 'external'}, {'category': 'Agricultural and Food Sciences', 'source': 's2-fos-model'}, {'category': 'Environmental Science', 'source': 's2-fos-model'}, {'category': 'Economics', 'source': 's2-fos-model'}]",False,,,
THE WARRING FORTIES: THE ECONOMIC CONSEQUENCES OF WORLD WAR II,,2014.0,,,T. Jaworski,,https://www.semanticscholar.org/paper/6288156671f8b3a7fa740500f0df2655b3aba52a,207.0,1.0,0.0,['Political Science'],"[{'category': 'Political Science', 'source': 'external'}, {'category': 'Economics', 'source': 's2-fos-model'}]",False,,,
The determinants of renewable energy technology adoption: empirical evidence from China,,2014.0,,,Pan He,10.3929/ethz-a-010184505,https://www.semanticscholar.org/paper/fba410c1c55b076f32a946594f59caed8c0aef19,103.0,4.0,0.0,['Business'],"[{'category': 'Business', 'source': 'external'}, {'category': 'Environmental Science', 'source': 's2-fos-model'}, {'category': 'Economics', 'source': 's2-fos-model'}]",False,,['Review'],
Specification and Experimental Elicitation of Cumulative Prospect Theory Parameters 5 4 . Specification and Experimental Elicitation of Ambiguity Preferences,,2014.0,,,,,,,,,,,,,,
Technological Diffusion Across Hospitals: The Case of a Revenue-Generating Practice,,2014.0,,,Adam Sacarny,,https://www.semanticscholar.org/paper/b23765b9afa55da4c7b286f4ed016bf740c5e483,61.0,9.0,0.0,['Medicine'],"[{'category': 'Medicine', 'source': 'external'}, {'category': 'Economics', 'source': 's2-fos-model'}, {'category': 'Medicine', 'source': 's2-fos-model'}]",False,,,
Breaking Down the Barriers to Rural Education : Recent Evidence from Natural and Randomized Experiments in Developing Countries,,2014.0,,,Sonia Laszlo,,https://www.semanticscholar.org/paper/568d4c8e425246fb6bced2da7a3e5d8e6733837f,35.0,3.0,1.0,,"[{'category': 'Education', 'source': 's2-fos-model'}, {'category': 'Economics', 'source': 's2-fos-model'}]",False,,,
"Technology Shocks , New Work and Urban Development : The Shifting Fortunes of U . S . Cities ∗",,2014.0,,,"Thor Berger, C. Frey",,https://www.semanticscholar.org/paper/6e47f85b1e8447aacc60c538cdfe0da8dee41e7e,67.0,0.0,0.0,,"[{'category': 'Economics', 'source': 's2-fos-model'}, {'category': 'Computer Science', 'source': 's2-fos-model'}, {'category': 'Sociology', 'source': 's2-fos-model'}]",False,,,
Business model challenge: Learnings from a local solar company in Germany,,2014.0,,,"E. Karakaya, Cali Nuur, Antonio Hidalgo Nuchera",,https://www.semanticscholar.org/paper/028589ec57b909f02806f87f876320856d2305b5,58.0,2.0,0.0,"['Engineering', 'Business']","[{'category': 'Engineering', 'source': 'external'}, {'category': 'Business', 'source': 'external'}, {'category': 'Environmental Science', 'source': 's2-fos-model'}, {'category': 'Business', 'source': 's2-fos-model'}]",False,,,
Should Resource Efficient Technologies be Subsidized? Evidence from the Diffusion of Drip Irrigation in Gujarat ∗-PRELIMINARY DRAFT-NOT FOR CIRCLULATION,,2014.0,,,"R. Fishman, S. Gulati, Shan Li",,https://www.semanticscholar.org/paper/578eb408001617d410504423c280a823219eb0f5,19.0,3.0,0.0,,"[{'category': 'Economics', 'source': 's2-fos-model'}, {'category': 'Agricultural and Food Sciences', 'source': 's2-fos-model'}, {'category': 'Environmental Science', 'source': 's2-fos-model'}]",False,,,
Practice Does Not Make Perfect: Understanding Fertilizer Mismanagement in Bangladesh through Leaf Color Charts,,2014.0,,,M. Islam,,https://www.semanticscholar.org/paper/e229dba1a1f94b1e8cc4b806415ad781a14c987d,25.0,5.0,0.0,['Engineering'],"[{'category': 'Engineering', 'source': 'external'}, {'category': 'Agricultural and Food Sciences', 'source': 's2-fos-model'}]",False,,,
Dynamics of Wheat Variety Adoption on Farms in Pakistan: A Duration Model,,2014.0,,,"H. Nazli, M. Smale",,https://www.semanticscholar.org/paper/8bc65e103b7d4d7f2eee71a2b3afd5a64867719b,53.0,2.0,0.0,['Business'],"[{'category': 'Business', 'source': 'external'}, {'category': 'Agricultural and Food Sciences', 'source': 's2-fos-model'}, {'category': 'Economics', 'source': 's2-fos-model'}]",False,,,
Critical Analysis of Community Designed Development Strategy on poverty reduction in Kenya: Case of NGOs participation in Kenya,,2014.0,,International Affairs and Global Strategy,"Tom Ongesa Nyamboga, Benson Omwario Nyamweya, A. Abdi, Antony Murimi Muriuki, W. Bichanga, Gongera Enock George",,https://www.semanticscholar.org/paper/9d9d8703eac4a105d127213f2c5ccf53b668c707,94.0,1.0,0.0,['Business'],"[{'category': 'Business', 'source': 'external'}, {'category': 'Sociology', 'source': 's2-fos-model'}, {'category': 'Economics', 'source': 's2-fos-model'}, {'category': 'Political Science', 'source': 's2-fos-model'}]",False,,,
Land Reform And Technical Efficiency: Panel Data Evidence From Northeastern Brazil,,2014.0,,,"G. Lambais, M. Magalhães, J. M. D. Silveira",,https://www.semanticscholar.org/paper/790ffbe97585c4c172f966a25c2b0c628123bf04,24.0,2.0,1.0,['Economics'],"[{'category': 'Economics', 'source': 'external'}, {'category': 'Economics', 'source': 's2-fos-model'}, {'category': 'Geography', 'source': 's2-fos-model'}]",False,,,
Can Farmers Create Efficient Networks? Experimental Evidence from Rural India,,2014.0,,,"A. Caria, M. Fafchamps",,https://www.semanticscholar.org/paper/052d735750ee85c39afe6ae137b7bc5166f94140,107.0,1.0,0.0,['Business'],"[{'category': 'Business', 'source': 'external'}, {'category': 'Economics', 'source': 's2-fos-model'}, {'category': 'Agricultural and Food Sciences', 'source': 's2-fos-model'}]",False,,,
Leveraging Social Media in the Pharmaceutical Industry,,2014.0,,,"Venkatesh Shankar, Jiaoyang Li",10.1007/978-1-4614-7801-0_16,https://www.semanticscholar.org/paper/5dc489783d2401b81d213fd2806259ed793035e8,46.0,10.0,0.0,['Business'],"[{'category': 'Business', 'source': 'external'}, {'category': 'Business', 'source': 's2-fos-model'}, {'category': 'Medicine', 'source': 's2-fos-model'}]",False,,['Review'],
Essays on behavioral responses to development interventions,,2014.0,,,K. Emerick,,https://www.semanticscholar.org/paper/9cf667f53cd1448e6ce343ae6c3a111de65baaf4,61.0,0.0,0.0,['History'],"[{'category': 'History', 'source': 'external'}, {'category': 'Agricultural and Food Sciences', 'source': 's2-fos-model'}, {'category': 'Economics', 'source': 's2-fos-model'}]",False,,,
Early Adopters of Solar Panels in Developing Countries: Evidence from Tanzania,,2014.0,,Review of Policy Research,"Michael G. Smith, Johannes Urpelainen",10.1111/ROPR.12061,https://www.semanticscholar.org/paper/d2e629e52850479b303f04117888daa9276af19c,29.0,45.0,2.0,['Economics'],"[{'category': 'Economics', 'source': 'external'}, {'category': 'Environmental Science', 'source': 's2-fos-model'}, {'category': 'Economics', 'source': 's2-fos-model'}, {'category': 'Engineering', 'source': 's2-fos-model'}]",False,,['Review'],
The role of social networks in an imperfect market for agricultural technology products: Evidence on Bt cotton adoption in Pakistan,,2014.0,,,"Xingliang Ma, D. Spielman, H. Nazli, Patricia Zambrano, Fatima Zaidi, S. Kouser",,https://www.semanticscholar.org/paper/901c7a88482b302c0cb928588b63d6b88d318cb1,24.0,4.0,0.0,['Economics'],"[{'category': 'Economics', 'source': 'external'}, {'category': 'Economics', 'source': 's2-fos-model'}, {'category': 'Agricultural and Food Sciences', 'source': 's2-fos-model'}, {'category': 'Sociology', 'source': 's2-fos-model'}]",False,,,
How Does Population Density Influence Agricultural Intensification and Productivity,,2014.0,,Food Policy,"A. Josephson, Jacob Ricker-Gilbert, R. Florax",10.1016/J.FOODPOL.2014.03.004,https://www.semanticscholar.org/paper/19c92281cb7542ecf6d5ea4217f96071cab10123,16.0,151.0,9.0,['Economics'],"[{'category': 'Economics', 'source': 'external'}, {'category': 'Agricultural and Food Sciences', 'source': 's2-fos-model'}, {'category': 'Economics', 'source': 's2-fos-model'}]",True,https://doi.org/10.1016/j.foodpol.2014.03.004,,
Essays on Social Networks in Development,,2014.0,,,Chutima Tontarawongsa,,https://www.semanticscholar.org/paper/6b5df88ccbb07cbc4e45475192ed9c9dafe34645,56.0,0.0,0.0,['Sociology'],"[{'category': 'Sociology', 'source': 'external'}, {'category': 'Sociology', 'source': 's2-fos-model'}]",False,,,
Impacts of Agricultural Technology Adoption in Bolivia,,2014.0,,,"Julián Aramburu, M. Flores, L. Salazar, P. Winters",,https://www.semanticscholar.org/paper/9b41fa59c51223bcc62f2521e43e1a27f03ead74,39.0,0.0,0.0,,"[{'category': 'Agricultural and Food Sciences', 'source': 's2-fos-model'}, {'category': 'Economics', 'source': 's2-fos-model'}]",False,,,
Norms within Networks: Opinion Leader and Peer Network Influences on Mothers/Caregivers' Childhood Immunization Decisions in Rural Northern Nigeria,,2014.0,,,Allison B. Goldberg,10.7916/D84M92JW,https://www.semanticscholar.org/paper/6689f5e8ea8a7ce0d0d0009ef63f7fb872fcdc76,252.0,11.0,1.0,['Political Science'],"[{'category': 'Political Science', 'source': 'external'}, {'category': 'Sociology', 'source': 's2-fos-model'}, {'category': 'Medicine', 'source': 's2-fos-model'}]",False,,,
"Uptake of technology and competitiveness of legume production in small scale farming in South Kivu, Democratic republic of Congo",,2014.0,,,B. B. Fidele,,https://www.semanticscholar.org/paper/321ac740c6898ced6cf392d7f12fbd854ae18f79,95.0,5.0,1.0,['Geography'],"[{'category': 'Geography', 'source': 'external'}, {'category': 'Agricultural and Food Sciences', 'source': 's2-fos-model'}, {'category': 'Business', 'source': 's2-fos-model'}]",False,,,
"Innovation Adoption, Farm Productivity and Poverty Status of Rural Smallholder Farm Households in South-East, Nigeria",,2013.0,,,"O. Iheke, J. Nwaru",10.22004/AG.ECON.161627,https://www.semanticscholar.org/paper/587500b1711de60e090981828f08c96df8f3f77c,29.0,11.0,1.0,['Economics'],"[{'category': 'Economics', 'source': 'external'}, {'category': 'Agricultural and Food Sciences', 'source': 's2-fos-model'}, {'category': 'Economics', 'source': 's2-fos-model'}]",False,,,
Internet Adoption and Firm Exports in Developing Countries,,2013.0,,,Jon Timmis,,https://www.semanticscholar.org/paper/b4bd2b1f2b477a366fae981c730e7e098c6faf7a,25.0,0.0,0.0,,"[{'category': 'Economics', 'source': 's2-fos-model'}]",False,,,
Essentials for Producer Participation in Biomass Markets When Choices are Correlated,,2013.0,,,"M. M. Hoque, Georgeanne M. Artz, Bobby J. Martens, D. Jarboe",,https://www.semanticscholar.org/paper/1e0824cc1c0ec8596b051dff1143e82fd8df7ebf,23.0,0.0,0.0,['Economics'],"[{'category': 'Economics', 'source': 'external'}, {'category': 'Economics', 'source': 's2-fos-model'}, {'category': 'Environmental Science', 'source': 's2-fos-model'}, {'category': 'Agricultural and Food Sciences', 'source': 's2-fos-model'}]",False,,['Review'],
The Efficiency of Trading in Social Networks : Experimental Measures from India,,2013.0,,,K. Emerick,,https://www.semanticscholar.org/paper/d4a3a172f238c4444052d5e38cf7aa6b2eef16f0,50.0,12.0,1.0,,"[{'category': 'Economics', 'source': 's2-fos-model'}]",False,,,
LEARNING ABOUT NEW TECHNOLOGIES THROUGH OPINION LEADERS AND SOCIAL NETWORKS: EXPERIMENTAL EVIDENCE ON NON-TRADITIONAL STOVES IN RURAL BANGLADESH *,,2013.0,,,"G. Miller, A. Mobarak, Vishal Singh, P. Dupas, Michael Greenstone, David Levine, Nicole Smith, Julia Brown, Talya Wyzanski, Daniel Tello",,https://www.semanticscholar.org/paper/8fd2e85f3687e84f583e0fbbae9f660e6649170f,57.0,29.0,2.0,['Political Science'],"[{'category': 'Political Science', 'source': 'external'}, {'category': 'Environmental Science', 'source': 's2-fos-model'}, {'category': 'Sociology', 'source': 's2-fos-model'}, {'category': 'Economics', 'source': 's2-fos-model'}]",False,,,
Intervention-Driven Changes in Social Networks and their Effects on Household Outcomes∗,,2013.0,,,"Margherita Comola, S. Prina",10.2139/ssrn.2250748,https://www.semanticscholar.org/paper/bc92e91a2829618a7ba6eab308fcd41c6fb7993c,86.0,11.0,1.0,,"[{'category': 'Economics', 'source': 's2-fos-model'}]",False,,,
Research and Regional Development : Evidence From American Agriculture ∗,,2013.0,,,"S. Kantor, A. Whalley",,https://www.semanticscholar.org/paper/8f5b110d7e00a2ad672fee6c1d1ba83725c4cdee,59.0,0.0,0.0,,"[{'category': 'Agricultural and Food Sciences', 'source': 's2-fos-model'}, {'category': 'Economics', 'source': 's2-fos-model'}]",False,,,
Extension 3 . 0 : Agriculture Education and Outreach in the Age of Connectivity,,2013.0,,,,,https://www.semanticscholar.org/paper/c40c57afb51b823b29c8a05987273519bc0e9a47,48.0,2.0,1.0,,"[{'category': 'Agricultural and Food Sciences', 'source': 's2-fos-model'}, {'category': 'Education', 'source': 's2-fos-model'}]",False,,,
A Matching Approach to Analyze the Impact of New Agricultural Technologies: Productivity and Technical Efficiency in Niger,,2013.0,,,"I. Abdoulaye, J. Sanders",10.22004/AG.ECON.150434,https://www.semanticscholar.org/paper/05a88a2a8b54dba681dd6b062f493ff2b10a85b5,47.0,7.0,0.0,['Engineering'],"[{'category': 'Engineering', 'source': 'external'}, {'category': 'Agricultural and Food Sciences', 'source': 's2-fos-model'}, {'category': 'Economics', 'source': 's2-fos-model'}]",False,,,
Adoption of small metallic grain silos in Malawi: A farm level cross-sectional study,,2013.0,,,"B. Maonga, M. Assa",,https://www.semanticscholar.org/paper/569873bf6c0e5bf78e07a7069b593ef09dc7b573,20.0,13.0,0.0,['Engineering'],"[{'category': 'Engineering', 'source': 'external'}, {'category': 'Agricultural and Food Sciences', 'source': 's2-fos-model'}, {'category': 'Economics', 'source': 's2-fos-model'}]",False,,,
Household-Level Determinants of Adoption Speed of Soil Fertility Boosting Technology: A Duration Analysis Approach of Composting,,2013.0,,,"Toke Kutaye, D. Dawe",,https://www.semanticscholar.org/paper/394ec7af51a0a768ebf43f8c212dd88ab4b7478f,84.0,0.0,0.0,,"[{'category': 'Environmental Science', 'source': 's2-fos-model'}, {'category': 'Agricultural and Food Sciences', 'source': 's2-fos-model'}, {'category': 'Economics', 'source': 's2-fos-model'}]",False,,,
Spatial patterns of technology diffusion,,2013.0,,,"Patrick S. Ward, V. Pede",,https://www.semanticscholar.org/paper/dd824d59dc66d247012f82923c2d652792cc3e35,40.0,4.0,0.0,['Geology'],"[{'category': 'Geology', 'source': 'external'}, {'category': 'Economics', 'source': 's2-fos-model'}, {'category': 'Agricultural and Food Sciences', 'source': 's2-fos-model'}]",False,,,
Measuring Social Networks' Effects on Agricultural Technology Adoption,,2013.0,,American Journal of Agricultural Economics,"A. Maertens, C. Barrett",10.1093/AJAE/AAS049,https://www.semanticscholar.org/paper/2e6696874a23a910c67343362242d004dfeb98c1,36.0,384.0,9.0,['Geography'],"[{'category': 'Geography', 'source': 'external'}, {'category': 'Agricultural and Food Sciences', 'source': 's2-fos-model'}, {'category': 'Sociology', 'source': 's2-fos-model'}, {'category': 'Economics', 'source': 's2-fos-model'}]",False,,,
Social Learning through Social Networks and Technological Appropriation: The Role of Peer Effects in the Adoption and Use of the Internet in Cameroonian Tontines,"This article attempts to verify whether tontines constitute a social learning platform for the appropriation of technology that underlies patterns of adoption and use of the Internet in sub-Saharan Africa. It uses for this purpose a survey of 2650 households in the cities of Douala, Buea and Limbe and employs initially two zero-inflated count data models to highlight the Intensity of the practice of tontines and after, simple probit models to detect the presence of favorable peer effects in the association tontines on the likelihood of adoption and use of the Internet in Cameroonian households. The results show that, while in ROSCA-type tontines social learning is uncertain because of neutral peer effects, in association tontines within socio-professional groups peer effects are positive and reinforce the process of adoption. These results confirm the studies on dissocializing Internet carried in United States and Europe at the beginning of the dynamics of its diffusion. However and more important, the results presented here show that peer effects play positively on social learning and technology appropriation that underlie the adoption and use of the Internet not in tontine of ROSCA-type, but in the tontine envisaged in professional groups according to their propensity to use modern values for jobs.",2013.0,,,G. D. Mbondo,10.11648/J.IJEBO.20130105.11,https://www.semanticscholar.org/paper/ef5416a11aa87f1e1b2369e088ba28a214bd8baa,38.0,4.0,0.0,['Political Science'],"[{'category': 'Political Science', 'source': 'external'}, {'category': 'Sociology', 'source': 's2-fos-model'}, {'category': 'Computer Science', 'source': 's2-fos-model'}]",True,https://doi.org/10.11648/j.ijebo.20130105.11,['Review'],
The Role of C redit and Deposits in the Dynamics of T echnology Decisions and Poverty T raps,,2013.0,,,"Isai Guizar-Mateos, M. Miranda",,https://www.semanticscholar.org/paper/cb78f385eedc2d99027f49e963e7ac347cb0e675,62.0,0.0,0.0,,"[{'category': 'Economics', 'source': 's2-fos-model'}, {'category': 'Agricultural and Food Sciences', 'source': 's2-fos-model'}]",False,,,
Learning to trust : experimental evidence of social learning in a real-world social network of player A's in a trust game.,,2013.0,,,Lindsey Roots,,https://www.semanticscholar.org/paper/cc0ed60489ca35347bfc92ef24f4478c77303abf,50.0,0.0,0.0,['Psychology'],"[{'category': 'Psychology', 'source': 'external'}, {'category': 'Psychology', 'source': 's2-fos-model'}]",False,,,
Market Driven Agribusiness Education in Agricultural Institutions for Sustainability,,2013.0,,International journal of social sciences,"Shamim Ahmad, K. Ahmad",,https://www.semanticscholar.org/paper/54efd6fa8a1e2c220deea4711eb929ac8794358e,40.0,15.0,0.0,"['Engineering', 'Mathematics']","[{'category': 'Engineering', 'source': 'external'}, {'category': 'Mathematics', 'source': 'external'}, {'category': 'Agricultural and Food Sciences', 'source': 's2-fos-model'}, {'category': 'Education', 'source': 's2-fos-model'}, {'category': 'Environmental Science', 'source': 's2-fos-model'}, {'category': 'Business', 'source': 's2-fos-model'}]",False,,,
"EVOLUTION, ADOPTION AND ECONOMIC EVALUATION OF AN AGROFORESTRY-BASED FARMING SYSTEM WITH AND WITHOUT CARBON VALUES: THE CASE OF NEPAL",,2013.0,,,A. Dhakal,,https://www.semanticscholar.org/paper/94d6a1f9809ed43e889cb4645aae59a01656c026,390.0,10.0,0.0,['Geography'],"[{'category': 'Geography', 'source': 'external'}, {'category': 'Environmental Science', 'source': 's2-fos-model'}, {'category': 'Economics', 'source': 's2-fos-model'}, {'category': 'Agricultural and Food Sciences', 'source': 's2-fos-model'}]",False,,['Review'],
Essays on Skilled Workers and Economic Development,,2013.0,,,Dozie Okoye,,https://www.semanticscholar.org/paper/3ba4ac9f963f6a411bfb5fb921c2802c2b1caf43,105.0,0.0,0.0,['Economics'],"[{'category': 'Economics', 'source': 'external'}, {'category': 'Economics', 'source': 's2-fos-model'}]",False,,,
Learning and Synergy in Social Networks: Productivity Impacts of Informal Labor Sharing Arrangements,,2013.0,,,"Dawit Mekonnen, J. Dorfman",,https://www.semanticscholar.org/paper/c5ecc3b6ac0cca19ca1a6bcab8874fd93722dc18,42.0,1.0,0.0,['Economics'],"[{'category': 'Economics', 'source': 'external'}, {'category': 'Economics', 'source': 's2-fos-model'}, {'category': 'Sociology', 'source': 's2-fos-model'}]",False,,,
"Extending the Learning Community: Rural Radio, Social Learning and Farm Productivity in Ghana",,2013.0,,Developing Country Studies,"Olumide Taiwo, E. Asmah",,https://www.semanticscholar.org/paper/2df4fad4f10be0b8b1119f821a4c73a9645dd57a,22.0,3.0,1.0,['Business'],"[{'category': 'Business', 'source': 'external'}, {'category': 'Agricultural and Food Sciences', 'source': 's2-fos-model'}, {'category': 'Sociology', 'source': 's2-fos-model'}]",False,,,
The Role of Credit and Deposits in the Dynamics of Technology Decisions and Poverty Traps,,2013.0,,,"Isai Guizar-Mateos, M. Miranda, C. González-Vega",10.22004/AG.ECON.149860,https://www.semanticscholar.org/paper/172f8c96a14b7eaa1ddfcbdd80d6d905b83d3cad,35.0,0.0,0.0,['Economics'],"[{'category': 'Economics', 'source': 'external'}, {'category': 'Economics', 'source': 's2-fos-model'}]",False,,,
"Trust, Information Acquisition and Financial Decisions",,2013.0,,,"A. Elbittar, M. J. Roa",,https://www.semanticscholar.org/paper/aaddf7e37625a4a4dc2d37c8831334b97a9cd714,21.0,0.0,0.0,['Sociology'],"[{'category': 'Sociology', 'source': 'external'}, {'category': 'Economics', 'source': 's2-fos-model'}]",False,,,
Facilitation of Future Research and Extension Through Funding and Networking Support,,2013.0,,,"Travis J. Lybbert, J. Skerritt, R. Henry",10.1007/978-3-642-37045-8_11,https://www.semanticscholar.org/paper/5d03aa141ed6b19820db5a07249186c2fb64817c,39.0,4.0,0.0,['Political Science'],"[{'category': 'Political Science', 'source': 'external'}, {'category': 'Environmental Science', 'source': 's2-fos-model'}, {'category': 'Agricultural and Food Sciences', 'source': 's2-fos-model'}]",False,,,
Endogenous Network Formation: Experiments and Methods,,2013.0,,,Rong Rong,,https://www.semanticscholar.org/paper/463c91b48592fba61287f0715e6747355966cf12,119.0,0.0,0.0,['Sociology'],"[{'category': 'Sociology', 'source': 'external'}, {'category': 'Economics', 'source': 's2-fos-model'}]",False,,,
Trait-based Adoption Models Using Ex-Ante and Ex-Post Approaches,,2013.0,,American Journal of Agricultural Economics,"P. Useche, B. Barham, Jeremy Foltz",10.1093/AJAE/AAS044,https://www.semanticscholar.org/paper/a9fc4ad3e6a3b30aa8cbf5098781d5758831bf49,25.0,41.0,0.0,['Economics'],"[{'category': 'Economics', 'source': 'external'}, {'category': 'Agricultural and Food Sciences', 'source': 's2-fos-model'}, {'category': 'Economics', 'source': 's2-fos-model'}]",False,,,
Female Social Networks and Farmer Training: Can Randomized Information Exchange Improve Outcomes?,,2013.0,,American Journal of Agricultural Economics,K. Vasilaky,10.1093/AJAE/AAS054,https://www.semanticscholar.org/paper/a733b84adacd437a0ee7927a0ebfeddc087ed84a,7.0,26.0,0.0,['Economics'],"[{'category': 'Economics', 'source': 'external'}, {'category': 'Agricultural and Food Sciences', 'source': 's2-fos-model'}, {'category': 'Economics', 'source': 's2-fos-model'}]",False,,,
"Nutrition Information, Networks and Childhood Anemia",,2013.0,,,A. Dillon,,https://www.semanticscholar.org/paper/aa537d893996509700250a6999a5219a092e7131,3.0,0.0,0.0,"['Psychology', 'Economics']","[{'category': 'Psychology', 'source': 'external'}, {'category': 'Economics', 'source': 'external'}, {'category': 'Medicine', 'source': 's2-fos-model'}, {'category': 'Sociology', 'source': 's2-fos-model'}, {'category': 'Education', 'source': 's2-fos-model'}]",False,,,
Does the availability of secondary schools increase primary schooling? Empirical evidence from northern Senegal,,2013.0,,,Iris Goensch,,https://www.semanticscholar.org/paper/3201dae63571cf3353a5dd22061da615f327551b,89.0,0.0,0.0,['Economics'],"[{'category': 'Economics', 'source': 'external'}, {'category': 'Economics', 'source': 's2-fos-model'}, {'category': 'Education', 'source': 's2-fos-model'}]",False,,['Review'],
Land Reform and Technical Efficiency: theory and panel data evidence from Brazil,,2013.0,,,"M. Magalhães, G. Lambais",,https://www.semanticscholar.org/paper/aaa8fd7fe258d320e8a351ae0f8318127143d08c,59.0,1.0,0.0,['Economics'],"[{'category': 'Economics', 'source': 'external'}, {'category': 'Economics', 'source': 's2-fos-model'}]",False,,,
Innovation and Global to Local Energy Governance,,2013.0,,,"G. Lambais, Guilherme Gonçalves",10.1057/9781137006127_12,https://www.semanticscholar.org/paper/38494300ffa465dc9fc21016c1113786f52212f8,26.0,0.0,0.0,['Environmental Science'],"[{'category': 'Environmental Science', 'source': 'external'}, {'category': 'Environmental Science', 'source': 's2-fos-model'}, {'category': 'Political Science', 'source': 's2-fos-model'}, {'category': 'Economics', 'source': 's2-fos-model'}]",False,,,
